KO,gene_description,module,header,genome,present,classification,phylum,class,Completeness,Contamination,size_bp
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00401,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00402,methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00436,NAD-reducing hydrogenase large subunit [EC:1.12.1.2],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00436,NAD-reducing hydrogenase large subunit [EC:1.12.1.2],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00437,[NiFe] hydrogenase large subunit [EC:1.12.2.1],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00437,[NiFe] hydrogenase large subunit [EC:1.12.2.1],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00440,coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00440,coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00441,coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00441,coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00442,coenzyme F420 hydrogenase subunit delta,hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00442,coenzyme F420 hydrogenase subunit delta,hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00443,coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00443,coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00532,ferredoxin hydrogenase [EC:1.12.7.2],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00532,ferredoxin hydrogenase [EC:1.12.7.2],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00533,ferredoxin hydrogenase large subunit [EC:1.12.7.2],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00533,ferredoxin hydrogenase large subunit [EC:1.12.7.2],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00534,ferredoxin hydrogenase small subunit [EC:1.12.7.2],hydrogenase,Hydrogenases,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00534,ferredoxin hydrogenase small subunit [EC:1.12.7.2],hydrogenase,Hydrogenases,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00577,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00577,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00577,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00577,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00578,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00578,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00578,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00578,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00579,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00579,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00579,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00579,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00580,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00580,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00580,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00580,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00581,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00581,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00581,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00581,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00582,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00582,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00582,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00582,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00583,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00583,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00583,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00583,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00584,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00584,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00584,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00584,tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00605,glycine cleavage system [RN:R01221],glycine cleavage system,glycine cleavage system,R4500m150m.161,1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00605,glycine cleavage system [RN:R01221],glycine cleavage system,glycine cleavage system,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00625,phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00625,phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00672,formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] [RN:R03390],Methanogenesis,C1-methane,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
K00672,formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] [RN:R03390],Methanogenesis,C1-methane,R4500m500m.275,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,55.09,2.34,778693
K00855,phosphoribulokinase [EC:2.7.1.19] [RN:R01523],Calvin Cycle,carbon fixation,R4500m150m.161,0,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,d__Archaea;p__Halobacteriota,d__Archaea;p__Halobacteriota;c__Halobacteria,85.41,1.96,1073987
