genome,gtdb_classification,checkm_ompleteness,checkm_contamination,genome_size_bp,pathway_found,site_generated,previously_reported,3000m1000m,3000m150m,3000m2000m,3000m3000m,3000m500m,3000m50m,3500m1000m,3500m150m,3500m2000m,3500m3000m,3500m500m,3500m50m,4000m1000m,4000m150m,4000m2000m,4000m3000m,4000m500m,4000m50m,4500m1000m,4500m150m,4500m2000m,4500m3000m,4500m4000m,4500m500m,4500m50m,500m150m,500m500m,500m50m
R500m50m.143,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aliiglaciecola;s__,89.17,3.62,4071344,CBB,"OC2,50m",no,0.087151416,0.1705752,0.15000448,0.05956438,0.093070835,0.35447907,0.021042928,0.06999811,0.06720563,0.03717109,0.05259057,0.10996867,0.047845285,0.008085454,0.004172589,0.003136941,0.003740632,0.011890079,0.003460409,0.00782048,0.005765182,0.004454061,0.005324476,0.004395317,0.023201715,4.0824537,0.79121083,10.582834
R500m50m.157,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp002711905,63.66,1.07,1150772,CBB,"OC2,50m",no,1.2099643,88.38253,0.78452694,3.4889753,3.4001338,2.7349372,1.6604592,28.684437,0.51199925,1.8978078,3.2085898,1.9521296,1.0346446,6.0127296,0.37998542,0.45788243,2.1089766,0.2794707,0.88274515,2.7509105,0.4474938,0.4922464,0.43384835,2.621734,0.17863175,34.127907,7.3033953,35.084053
R500m50m.158,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CPC320;s__CPC320 sp002684375,90.32,2.13,3441175,3HP bi-cycle,"OC2,50m",no,0.04796317,3.5197196,0.016405312,0.018590227,0.021151543,2.651454,0.013982859,1.2821583,0.01887455,0.017969092,0.014984892,1.0392808,0.009373993,0.561107,0.01416671,0.00878525,0.006986031,0.9407346,0.010852597,1.0441866,0.016404413,0.019294739,0.026783735,0.012170444,7.1552124,0.37732488,0.10816637,11.342843
R500m50m.165,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,56.25,2.6,3889992,3HP bi-cycle,"OC2,50m",no,0.0309729,5.531113,0.046388607,0.043514047,0.17532898,0.12162052,0.027579201,2.2648442,0.018348224,0.026067778,0.1026397,0.018510114,0.037667245,1.7145351,0.025575306,0.018955788,0.092181355,0.01727676,0.02790543,1.5444674,0.03314222,0.035812177,0.0262966,0.17859672,0.048231702,1.2619044,0.36039883,7.33111
R500m50m.206,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp002683355,80.71,1.42,2086089,3HP bi-cycle,"OC2,50m",no,0.05124854,2.5031905,0.061672796,0.033285,0.060529906,160.65932,0.06407248,1.3649688,0.09176909,0.080898486,0.04945973,115.035095,0.056666564,1.526442,0.05038115,0.07912574,0.029131066,23.816298,0.030378122,2.1064894,0.13965954,0.047904074,0.10499801,0.030691104,15.265629,0.28380498,0.12855236,18.875834
R500m50m.230,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CABZJG01;s__CABZJG01 sp902512685,66.51,1.11,1964478,3HP bi-cycle,"OC2,50m",no,0.012206155,6.005674,0.007926906,0.013229825,0.017466933,0.59220016,0.008077869,0.7512376,0.00774287,0.007852758,0.010517287,0.40499288,0.008569167,0.1169496,0.006111613,0.006254041,0.005200498,0.15477738,0.006837623,0.12846336,0.008295513,0.009144748,0.015294768,0.006689861,0.2934977,0.9634573,0.093398795,8.4534025
R500m50m.275,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902509905,59.91,2.51,1077498,CBB,"OC2,50m",no,0.18979536,25.142365,0.118242316,0.14202072,0.1984489,50.024902,0.16499437,6.8898635,0.11805683,0.1427608,0.2272147,35.248314,0.11908798,3.4785569,0.0656182,0.05121722,0.09614953,6.4060354,0.092432044,5.0836987,0.10737238,0.06440916,0.0845633,0.149157,4.9606104,3.1740532,0.70417064,89.537285
R500m50m.289,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__LGRT01;s__LGRT01 sp001642945,86.29,2.17,2439595,3HP bi-cycle,"OC2,50m",no,0.93092537,0.72412395,0.15365274,0.26391473,0.47577992,0.93294734,0.053765044,0.10902221,0.17968634,0.10505469,0.048209265,0.4593544,0.021857006,0.032690205,0.023040121,0.016904542,0.010473394,0.5795335,0.019306041,0.07178595,0.028884752,0.039403066,0.031673767,0.01955333,5.213136,0.14449638,0.10436279,11.393912
R500m50m.36,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__,83.2,0,1365465,3HP/4HB,"OC2,50m",no,0.20784473,80.523346,0.33534628,0.29290938,0.18821852,2.56882,0.20030798,51.142605,0.18656513,0.32259884,0.18717226,0.8540143,0.16876103,98.20357,0.16080208,0.19478196,0.11050128,0.17742878,0.19019537,179.02596,0.31017414,0.34854463,0.5996272,0.34328902,0.26915485,9.651123,0.50585353,64.44318
R500m50m.94,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,95.73,4.99,2045840,3HP bi-cycle,"OC2,50m",no,11.520745,295.89597,3.4062495,1.522549,384.05066,0.36476645,11.011591,218.69225,1.9434211,1.3606076,243.06015,0.03396535,11.635274,92.685455,2.2678852,1.0958337,99.40259,0.022897707,9.960955,132.46246,2.775047,1.5043994,0.7951138,244.80211,0.07273087,193.51222,170.59856,25.43263
